Date,Open,High,Low,Close,Adj Close,Volume
2012-07-19,30.540001,30.540001,30.540001,30.540001,16.691713,0
2012-07-20,30.270000,30.270000,30.270000,30.270000,16.544142,0
2012-07-23,30.000000,30.000000,30.000000,30.000000,16.396570,0
2012-07-24,29.750000,29.750000,29.750000,29.750000,16.259933,0
2012-07-25,29.799999,29.799999,29.799999,29.799999,16.287270,0
2012-07-26,30.290001,30.290001,30.290001,30.290001,16.555075,0
2012-07-27,30.809999,30.809999,30.809999,30.809999,16.839285,0
2012-07-30,30.780001,30.780001,30.780001,30.780001,16.822884,0
2012-07-31,30.639999,30.639999,30.639999,30.639999,16.746365,0
2012-08-01,30.590000,30.590000,30.590000,30.590000,16.719044,0
2012-08-02,30.290001,30.290001,30.290001,30.290001,16.555075,0
2012-08-03,30.790001,30.790001,30.790001,30.790001,16.828354,0
2012-08-06,30.799999,30.799999,30.799999,30.799999,16.833822,0
2012-08-07,30.940001,30.940001,30.940001,30.940001,16.910337,0
2012-08-08,30.920000,30.920000,30.920000,30.920000,16.899403,0
2012-08-09,30.940001,30.940001,30.940001,30.940001,16.910337,0
2012-08-10,31.000000,31.000000,31.000000,31.000000,16.943125,0
2012-08-13,30.950001,30.950001,30.950001,30.950001,16.915806,0
2012-08-14,31.000000,31.000000,31.000000,31.000000,16.943125,0
2012-08-15,31.040001,31.040001,31.040001,31.040001,16.964994,0
2012-08-16,31.219999,31.219999,31.219999,31.219999,17.063372,0
2012-08-17,31.240000,31.240000,31.240000,31.240000,17.074305,0
2012-08-20,31.219999,31.219999,31.219999,31.219999,17.063372,0
2012-08-21,31.100000,31.100000,31.100000,31.100000,16.997784,0
2012-08-22,31.070000,31.070000,31.070000,31.070000,16.981388,0
2012-08-23,30.840000,30.840000,30.840000,30.840000,16.855684,0
2012-08-24,31.049999,31.049999,31.049999,31.049999,16.970459,0
2012-08-27,31.010000,31.010000,31.010000,31.010000,16.948597,0
2012-08-28,31.000000,31.000000,31.000000,31.000000,16.943125,0
2012-08-29,31.010000,31.010000,31.010000,31.010000,16.948597,0
2012-08-30,30.820000,30.820000,30.820000,30.820000,16.844748,0
2012-08-31,30.950001,30.950001,30.950001,30.950001,16.915806,0
2012-09-04,30.879999,30.879999,30.879999,30.879999,16.877542,0
2012-09-05,30.820000,30.820000,30.820000,30.820000,16.844748,0
2012-09-06,31.389999,31.389999,31.389999,31.389999,17.156284,0
2012-09-07,31.469999,31.469999,31.469999,31.469999,17.200010,0
2012-09-10,31.330000,31.330000,31.330000,31.330000,17.123489,0
2012-09-11,31.400000,31.400000,31.400000,31.400000,17.161749,0
2012-09-12,31.459999,31.459999,31.459999,31.459999,17.194540,0
2012-09-13,31.940001,31.940001,31.940001,31.940001,17.456894,0
2012-09-14,31.990000,31.990000,31.990000,31.990000,17.484217,0
2012-09-17,31.879999,31.879999,31.879999,31.879999,17.424099,0
2012-09-18,31.879999,31.879999,31.879999,31.879999,17.424099,0
2012-09-19,31.879999,31.879999,31.879999,31.879999,17.424099,0
2012-09-20,31.830000,31.830000,31.830000,31.830000,17.396765,0
2012-09-21,31.620001,31.620001,31.620001,31.620001,17.372047,0
2012-09-24,31.610001,31.610001,31.610001,31.610001,17.366550,0
2012-09-25,31.370001,31.370001,31.370001,31.370001,17.234694,0
2012-09-26,31.230000,31.230000,31.230000,31.230000,17.157776,0
2012-09-27,31.440001,31.440001,31.440001,31.440001,17.273151,0
2012-09-28,31.309999,31.309999,31.309999,31.309999,17.201731,0
2012-10-01,31.430000,31.430000,31.430000,31.430000,17.267654,0
2012-10-02,31.450001,31.450001,31.450001,31.450001,17.278646,0
2012-10-03,31.559999,31.559999,31.559999,31.559999,17.339083,0
2012-10-04,31.799999,31.799999,31.799999,31.799999,17.470940,0
2012-10-05,31.889999,31.889999,31.889999,31.889999,17.520382,0
2012-10-08,31.809999,31.809999,31.809999,31.809999,17.476429,0
2012-10-09,31.549999,31.549999,31.549999,31.549999,17.333586,0
2012-10-10,31.290001,31.290001,31.290001,31.290001,17.190744,0
2012-10-11,31.290001,31.290001,31.290001,31.290001,17.190744,0
2012-10-12,31.219999,31.219999,31.219999,31.219999,17.152281,0
2012-10-15,31.430000,31.430000,31.430000,31.430000,17.267654,0
2012-10-16,31.690001,31.690001,31.690001,31.690001,17.410503,0
2012-10-17,31.900000,31.900000,31.900000,31.900000,17.525875,0
2012-10-18,31.950001,31.950001,31.950001,31.950001,17.553349,0
2012-10-19,31.530001,31.530001,31.530001,31.530001,17.322599,0
2012-10-22,31.480000,31.480000,31.480000,31.480000,17.295132,0
2012-10-23,31.030001,31.030001,31.030001,31.030001,17.047895,0
2012-10-24,30.969999,30.969999,30.969999,30.969999,17.014933,0
2012-10-25,31.049999,31.049999,31.049999,31.049999,17.058889,0
2012-10-26,31.049999,31.049999,31.049999,31.049999,17.058889,0
2012-10-31,31.090000,31.090000,31.090000,31.090000,17.080862,0
2012-11-01,31.440001,31.440001,31.440001,31.440001,17.273151,0
2012-11-02,31.150000,31.150000,31.150000,31.150000,17.113827,0
2012-11-05,31.170000,31.170000,31.170000,31.170000,17.124815,0
2012-11-06,31.430000,31.430000,31.430000,31.430000,17.267654,0
2012-11-07,30.780001,30.780001,30.780001,30.780001,16.910545,0
2012-11-08,30.440001,30.440001,30.440001,30.440001,16.723755,0
2012-11-09,30.480000,30.480000,30.480000,30.480000,16.745726,0
2012-11-12,30.520000,30.520000,30.520000,30.520000,16.767710,0
